Source,Plotpy,API changes
guiqwt.curve.CurvePlot,plotpy.gui.widgets.baseplot.BasePlot,See `Generic PlotWidgets`_
guiqwt.pyplot.semilogx,plotpy.gui.widgets.pyplot.semilogx
guiqwt.debug.print_event,plotpy.gui.widgets.debug.print_event
guiqwt.interfaces.IBaseImageItem,plotpy.gui.widgets.interfaces.IBaseImageItem
guiqwt.image.get_image_in_shape,plotpy.gui.widgets.items.image.get_image_in_shape
guiqwt.widgets.rotatecrop.RotateCropDialog,plotpy.gui.widgets.rotatecrop.RotateCropDialog
guiqwt.io.array_to_imagefile,plotpy.gui.widgets.io.array_to_imagefile
guiqwt.cross_section.get_rectangular_area,plotpy.gui.widgets.cross_section.get_rectangular_area
guiqwt.image.RawImageItem,plotpy.gui.widgets.items.image.RawImageItem,see `Renamed PlotItems fields`_"
guiqwt.qtdesigner.CustomWidgetPlugin,plotpy.gui.widgets.qtdesigner.CustomWidgetPlugin
guiqwt.shapes.Marker,plotpy.gui.widgets.items.shapes.Marker
guiqwt.cross_section.ObliqueCrossSection,plotpy.gui.widgets.cross_section.ObliqueCrossSection
guiqwt.tools.update_image_tool_status,plotpy.gui.widgets.tools.update_image_tool_status
guiqwt.styles.TrImageParam_MS,plotpy.gui.widgets.styles.TrImageParam_MS
guiqwt.tools.DisplayCoordsTool,plotpy.gui.widgets.tools.DisplayCoordsTool
guiqwt.events.MouseEventMatch,plotpy.gui.widgets.events.MouseEventMatch
guiqwt.qtdesigner.loadui,plotpy.gui.widgets.qtdesigner.loadui
guiqwt.image.ImageItem,plotpy.gui.widgets.items.image.ImageItem,see `Renamed PlotItems fields`_"
guiqwt.styles.SymbolItem,plotpy.gui.widgets.styles.SymbolItem
guiqwt.pyplot.gcf,plotpy.gui.widgets.pyplot.gcf
guiqwt.tools.ItemCenterTool,plotpy.gui.widgets.tools.ItemCenterTool
guiqwt.curve.vmap,plotpy.gui.widgets.items.curve.vmap
guiqwt.styles.LabelParamWithContents,plotpy.gui.widgets.styles.LabelParamWithContents
guiqwt.pyplot.ion,plotpy.gui.widgets.pyplot.ion
guiqwt.io.ImageIOHandler,plotpy.gui.widgets.io.ImageIOHandler
guiqwt.qtdesigner.compileui,plotpy.gui.widgets.qtdesigner.compileui
guiqwt.shapes.EllipseShape,plotpy.gui.widgets.items.shapes.EllipseShape
guiqwt.tools.XCSPanelTool,plotpy.gui.widgets.tools.XCSPanelTool
guiqwt.tools.HRangeTool,plotpy.gui.widgets.tools.HRangeTool
guiqwt.curve.test_seg_dist_v,plotpy.gui.widgets.curve.test_seg_dist_v
guiqwt.qthelpers.exec_image_open_dialog,plotpy.gui.widgets.qthelpers.exec_image_open_dialog
guiqwt.curve.seg_dist_v,plotpy.gui.widgets.curve.items.seg_dist_v
guiqwt.interfaces.IPanel,plotpy.gui.widgets.interfaces.IPanel
guiqwt.widgets.fit.FitWidget,plotpy.gui.widgets.fit.FitWidget
guiqwt.widgets.rotatecrop.MultipleRotateCropWidget,plotpy.gui.widgets.rotatecrop.MultipleRotateCropWidget
guiqwt.label.DataInfoLabel,plotpy.gui.widgets.items.label.DataInfoLabel
guiqwt.widgets.fliprotate.FlipRotateMixin,plotpy.gui.widgets.fliprotate.FlipRotateMixin
guiqwt.io.load_items,plotpy.gui.widgets.io.load_items
guiqwt.geometry.vector_projection,plotpy.gui.widgets.geometry.vector_projection
